video_id,video_title,url,transcript_available,review_reason
mYl-pZxDL5U,My Price Targets for Second Half of 2020,https://www.youtube.com/watch?v=mYl-pZxDL5U,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
SnmxyDWF-Jc,My 2020 Predictions Revisited: How Have They Held Up?,https://www.youtube.com/watch?v=SnmxyDWF-Jc,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
o59DHoPZdd0,Soak the Rich? | The Honorable Role of the Miser,https://www.youtube.com/watch?v=o59DHoPZdd0,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
T6A6nWzYyYM,Market Crash or All Time Highs? | What's Next,https://www.youtube.com/watch?v=T6A6nWzYyYM,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
CnqEJm5D-VU,Nixon's Legacy | Going Out With a Bang,https://www.youtube.com/watch?v=CnqEJm5D-VU,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
UuiI0rZ_Wjw,Is the Can Getting Kicked Down the Road... Again?,https://www.youtube.com/watch?v=UuiI0rZ_Wjw,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
IksvoEr60wQ,Is the Market Crash Already Finished?,https://www.youtube.com/watch?v=IksvoEr60wQ,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
88LSJtoKwNA,Massie: The Tragic Hero,https://www.youtube.com/watch?v=88LSJtoKwNA,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
qHkO6rtEGAc,The Third Debt Jubilee Has Begun,https://www.youtube.com/watch?v=qHkO6rtEGAc,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
2Xp1GQqhYS4,The Markets are ALL Breaking | We're In The Endgame Now,https://www.youtube.com/watch?v=2Xp1GQqhYS4,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
zU0IuFRDnbE,Aftermath and The Forgotten Depression,https://www.youtube.com/watch?v=zU0IuFRDnbE,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
z7Np10FRfpk,The Market Melt-Up Is On! | Time To Sell?,https://www.youtube.com/watch?v=z7Np10FRfpk,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
-jd3qDCN6F0,The 6 Forces That Will Shape The Next Decade,https://www.youtube.com/watch?v=-jd3qDCN6F0,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
cbF8epVytBo,The World Has Gone Mad and the System Is Broken! | Is Ray Dalio Betting on a Market Crash?,https://www.youtube.com/watch?v=cbF8epVytBo,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
v-K1BuLWI3o,4 Gift Ideas That Pay! Christmas Shopping Guide for the Financially Educated,https://www.youtube.com/watch?v=v-K1BuLWI3o,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
-57ZKh6Gx3I,Is Wealth a Zero-Sum Game? | One Minute Heretic,https://www.youtube.com/watch?v=-57ZKh6Gx3I,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
RbgLhJnYRK4,Billionaire Rant! Wealth Hoarding Myths Debunked,https://www.youtube.com/watch?v=RbgLhJnYRK4,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
-a_M7Vlf1q4,What Should I Do With All My Cash?,https://www.youtube.com/watch?v=-a_M7Vlf1q4,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
PCwiPgIGSmk,"The Problem With Graham Stephan, Robinhood, and Schwab | Free Isn't Free",https://www.youtube.com/watch?v=PCwiPgIGSmk,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
jUS_HR9BIfk,How UBI Steals from the POOR and Gives to the RICH | Everything Wrong With Universal Basic Income,https://www.youtube.com/watch?v=jUS_HR9BIfk,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
KhnQn-u126c,Apple Huge Move With $210 Billion!!!,https://www.youtube.com/watch?v=KhnQn-u126c,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
tkglw41rmIU,The Truth About New Cars vs Old Cars,https://www.youtube.com/watch?v=tkglw41rmIU,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
kfZ9vLf5BFg,What Is Speculation? | Clip,https://www.youtube.com/watch?v=kfZ9vLf5BFg,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
5WuDhHxE7FE,Introduction to Heresy Financial,https://www.youtube.com/watch?v=5WuDhHxE7FE,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
